product,brand,price,oz_per_can,num_cans,price_per_oz,ingredients
Natural Balance L.I.D. Limited Ingredient Diets Venison & Green Pea Formula Grain-Free Canned Cat Food,Natural Balance,$40.22,5.5,24.0,0.3046969696969697,"['Venison Broth', ' Venison', ' Ground Peas', ' Pea Protein', ' Brewers Dried Yeast', ' Canola Oil (Preserved with Mixed Tocopherols)', ' Salmon Oil (Preserved with Mixed Tocopherols)', ' Natural Flavor', ' Venison Meal', ' Choline Chloride', ' Vitamins (Vitamin E Supplement', ' Thiamine Mononitrate', ' Niacin', ' Vitamin A Supplement', ' Pyridoxine Hydrochloride', ' D-Calcium Pantothenate', ' Riboflavin Supplement', ' Vitamin D3 Supplement', ' Vitamin B12 Supplement', ' Folic Acid', ' Biotin)', ' Minerals (Zinc Proteinate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Iron Proteinate', ' Copper Sulfate', ' Copper Proteinate', ' Manganese Sulfate', ' Manganese Proteinate', ' Calcium Iodate', ' Sodium Selenite)', ' Taurine', ' Guar Gum', ' Salt', ' Flaxseed Meal', ' Dried Kelp', ' Carrageenan', ' Magnesium Sulfate', ' Cranberries', ' Potassium Chloride', ' Yucca Schidigera Extract', ' Rosemary Extract.']"
Purina ONE True Instinct Tuna Recipe in Sauce Canned Cat Food,Purina ONE,$21.60,3.0,24.0,0.30000000000000004,"['Tuna Broth', ' Tuna', ' Wheat Gluten', ' Chicken', ' Pork Lungs', ' Liver', ' Minerals (Potassium Chloride', ' Tricalcium Phosphate', ' Salt', '  Magnesium Sulfate', ' Mono And Dicalcium Phosphate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganese Sulfate', ' Potassium Iodide)', ' Natural Flavors', ' Corn Oil', ' Soy Protein Concentrate', ' Xanthan Gum', ' Vitamins (Choline', ' Vitamin E', ' Vitamin B-1', ' Vitamin B-3', ' Vitamin B-5', ' Vitamin A', ' Vitamin K', ' Vitamin B-6', ' Vitamin B-2', ' Vitamin B-12', ' Vitamin B-7', ' Folic Acid', ' Vitamin D-3)', ' Carrageenan', ' Taurine. E431218']"
9 Lives Tender Morsels with Real Flaked Tuna & Egg Bits in Sauce Canned Cat Food,9 Lives,$13.29,5.5,24.0,0.10068181818181818,"['Tuna', ' Water Sufficient for Processing', ' Wheat Flour', ' Soy Flour', ' Calcium Carbonate', ' Soybean Oil', ' Chicken Fat', ' Vitamins (Vitamin E Supplement', ' Thiamine Mononitrate', ' Vitamin A Supplement', ' Niacin Supplement', ' D-Calcium Pantothenate', ' Riboflavin Supplement', ' Pyridoxine Hydrochloride', ' Menadione Sodium Bisulfite Complex [Source of Vitamin K Activity]', ' Folic Acid', ' Biotin', ' Vitamin B12 Supplement)', ' Dried Egg Product', ' Natural and Artificial Flavors', ' Potassium Sorbate (a Preservative)', ' Minerals (Zinc Sulfate', ' Manganese Sulfate)', ' Glycerol Monostearate', ' Sodium Nitrite (To Promote Color Retention)', ' Beta Carotene (Color)', ' Caramel Color', ' Red 3.']"
Hill's Science Diet Adult Sensitive Stomach & Skin Tuna & Vegetable Entrée Canned Cat Food,Hill's Science Diet,$26.64,2.9,24.0,0.3827586206896552,"['Chicken Broth', ' Tuna', ' Chicken', ' Turkey', ' Carrots', ' Green Peas', ' Potatoes', ' Egg Whites', ' Spinach', ' Soybean Oil', ' L-Lysine', ' Choline Chloride', ' Fish Oil', ' Calcium Chloride', ' Cranberries', ' Disodium Phosphate', ' vitamins (Vitamin E Supplement', ' Thiamine Mononitrate', ' Ascorbic Acid (source of Vitamin C)', ' Niacin Supplement', ' Menadione Sodium Bisulfite Complex (source of Vitamin K)', ' Pyridoxine Hydrochloride', ' Calcium Pantothenate', ' Vitamin B12 Supplement', ' Riboflavin Supplement', ' Folic Acid', ' Biotin)', ' Potassium Citrate', ' Taurine', ' DL-Methionine', ' minerals (Zinc Oxide', ' Ferrous Sulfate', ' Manganese Sulfate', ' Copper Sulfate', ' Calcium Iodate)', ' Beta-Carotene.']"
Meow Mix Tender Favorites with Real Chicken & Liver in Sauce Cat Food Trays,Meow Mix,$6.87,75.0,12.0,0.007633333333333333,"['Fish Broth', ' Tuna', ' Chicken', ' Chicken Liver', ' Wheat Gluten', ' Modified Tapioca Starch', ' Calcium Sulfate', ' Sugar', ' Poultry Heart', ' Dried Egg Product', ' Salt', ' Tricalcium Phosphate', ' Sodium Tripolyphosphate', ' Natural and Artificial Flavors', ' Guar Gum', ' Titanium Dioxide (Color)', ' Vitamins [Vitamin E Supplement', ' Niacin', ' Thiamine Mononitrate', ' Vitamin A Supplement', ' Pantothenic Acid', ' Riboflavin Supplement', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Biotin', ' Vitamin D3 Supplement', ' Vitamin B12 Supplement', ' Folic Acid', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)]', ' Minerals (Ferrous Sulfate Monohydrate', ' Zinc Oxide', ' Manganese Sulfate Monohydrate', ' Copper Proteinate', ' Sodium Selenite', ' Potassium Iodide)', ' Carrageenan', ' Choline Chloride', ' Sodium Nitrite (To Promote Color Retention).']"
Friskies Extra Gravy Pate with Salmon in Savory Gravy Canned Cat Food,Friskies,$15.60,5.5,24.0,0.11818181818181818,"['Meat By-Products', ' Water Sufficient for Processing', ' Poultry By-Products', ' Chicken', ' Salmon', ' Artificial and Natural Flavors', ' Carrageenan', ' Calcium Sulfate', ' Added Color', ' Guar Gum', ' Potassium Chloride', ' Salt', ' Magnesium Sulfate', ' Mono and Dicalcium Phosphate', ' Red 3', ' Taurine', ' Choline Chloride', ' Vitamin E Supplement', ' Zinc Sulfate', ' Thiamine Mononitrate', ' Ferrous Sulfate', ' Niacin', ' Sodium Nitrite (To Promote Color Retention)', ' Copper Sulfate', ' Manganese Sulfate', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Vitamin K)', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide. A627317.']"
Royal Canin Veterinary Diet Urinary SO in Gel Canned Cat Food,Royal Canin Veterinary Diet,$49.39,5.8,24.0,0.35481321839080465,"['Water Sufficient for Processing', ' Pork By-Products', ' Chicken Liver', ' Chicken', ' Corn Flour', ' Chicken By-Products', ' Powdered Cellulose', ' Dried Egg Product', ' Calcium Sulfate', ' Guar Gum', ' Potassium Chloride', ' Salt', ' Natural Flavors', ' Carrageenan', ' Fish Oil', ' Taurine', ' Sodium Tripolyphosphate', ' Vitamins [Dl-Alpha Tocopherol Acetate (Source of Vitamin E)', ' Thiamine Mononitrate (Vitamin B1)', ' Niacin Supplement', ' Biotin', ' D-Calcium Pantothenate', ' Riboflavin Supplement (Vitamin B2)', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Vitamin B12 Supplement', ' Folic Acid', ' Vitamin D3 Supplement]', ' Trace Minerals (Zinc Proteinate', ' Zinc Oxide', ' Ferrous Sulfate', ' Manganous Oxide', ' Sodium Selenite', ' Calcium Iodate)', ' Marigold Extract (Tagetes Erecta L.).']"
Fancy Feast Classic Chicken Feast Canned Cat Food,Fancy Feast,$14.99,3.0,24.0,0.20819444444444446,"['Chicken', ' Poultry Broth', ' Liver', ' Meat By-Products', ' Fish', ' Artificial And Natural Flavors', ' Tricalcium Phosphate', ' Guar Gum', ' Added Color', ' Salt', ' Minerals [Potassium Chloride', ' Magnesium Sulfate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganese Sulfate', ' Potassium Iodide]', ' Taurine', ' Vitamins [Thiamine Mononitrate (Vitamin B-1)', ' Vitamin E Supplement', ' Niacin (Vitamin B-3)', ' Calcium Pantothenate (Vitamin B-5)', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Vitamin K)', ' Pyridoxine Hydrochloride (Vitamin B-6)', ' Riboflavin Supplement (Vitamin B-2)', ' Vitamin B-12 Supplement', ' Biotin (Vitamin B-7)', ' Folic Acid (Vitamin B-9)', ' Vitamin D-3 Supplement]', ' Sodium Nitrite (To Promote Color Retention). D-6672.']"
Royal Canin Veterinary Diet Urinary SO Morsels in Gravy Canned Cat Food,Royal Canin Veterinary Diet,$36.09,3.0,24.0,0.5012500000000001,"['Water Sufficient for Processing', ' Chicken Liver', ' Chicken', ' Pork By-Products', ' Corn Flour', ' Chicken By-Products', ' Dried Egg Product', ' Corn Starch Modified', ' Vegetable Oil', ' Powdered Cellulose', ' Natural Flavors', ' Potassium Chloride', ' Calcium Sulfate', ' Fish Oil', ' Sodium Tripolyphosphate', ' Guar Gum', ' Taurine', ' Dl-Methionine', ' Salt', ' Choline Chloride', ' Vitamins [Dl-Alpha Tocopherol Acetate (Source of Vitamin E)', ' Thiamine Mononitrate (Vitamin B1)', ' Niacin Supplement', ' Biotin', ' D-Calcium Pantothenate', ' Riboflavin Supplement (Vitamin B2)', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Vitamin B12 Supplement', ' Folic Acid', ' Vitamin D3 Supplement]', ' Trace Minerals (Zinc Proteinate', ' Zinc Oxide', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganous Oxide', ' Sodium Selenite', ' Calcium Iodate)', ' Marigold Extract (Tagetes Erecta L.).']"
Fancy Feast Medleys White Meat Chicken Recipe Variety Collection Pack Canned Cat Food,Fancy Feast,$8.92,3.0,12.0,0.24777777777777776,"['White Meat Chicken Tuscany with Long Grain Rice and Garden Greens in a Savory Sauce: Poultry Broth', ' Chicken', ' Wheat Gluten', ' Long Grain Rice', ' Liver', ' Meat By-Products', ' Spinach', ' Corn Starch-Modified', ' Artificial and Natural Flavors', ' Turkey', ' Salt', ' Dicalcium Phosphate', ' Added Color', ' Soy Protein Concentrate', ' Potassium Chloride', ' Taurine', ' Choline Chloride', ' Magnesium Sulfate', ' Thiamine Mononitrate', ' Vitamin E Supplement', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Copper Sulfate', ' Manganese Sulfate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide.']"
Hill's Prescription Diet c/d Multicare Urinary Care with Chicken Canned Cat Food,Hill's Prescription Diet,$48.99,5.5,24.0,0.37113636363636365,"['Pork By-Products', ' Water', ' Pork Liver', ' Chicken', ' Brewers Rice', ' Corn Starch', ' Soybean Meal', ' Chicken Liver Flavor', ' Chicken Fat', ' Fish Oil', ' Calcium Sulfate', ' Guar Gum', ' Brewers Dried Yeast', ' Dicalcium Phosphate', ' DL-Methionine', ' Calcium Carbonate', ' Choline Chloride', ' vitamins (Vitamin E Supplement', ' Thiamine Mononitrate', ' Pyridoxine Hydrochloride', ' Niacin Supplement', ' Calcium Pantothenate', ' Vitamin B12 Supplement', ' Riboflavin Supplement', ' Biotin', ' Folic Acid', ' Vitamin D3 Supplement)', ' Taurine', ' Iodized Salt', ' Potassium Citrate', ' Potassium Chloride', ' L-Lysine', ' minerals (Zinc Oxide', ' Ferrous Sulfate', ' Manganous Oxide', ' Calcium Iodate)', ' Beta-Carotene.']"
Friskies Classic Pate Turkey & Giblets Dinner Canned Cat Food,Friskies,$11.88,13.0,12.0,0.07615384615384616,"['Meat By-Products', ' Water Sufficient for Processing', ' Turkey', ' Poultry By-Products', ' Fish', ' Poultry Giblets', ' Rice', ' Artificial and Natural Flavors', ' Salt', ' Guar Gum', ' Calcium Phosphate', ' Added Color', ' Potassium Chloride', ' Carrageenan', ' Magnesium Sulfate', ' Taurine', ' Choline Chloride', ' Thiamine Mononitrate', ' Vitamin E Supplement', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Calcium Pantothenate', ' Copper Sulfate', ' Vitamin A Supplement', ' Manganese Sulfate', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin B12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D3 Supplement', ' Potassium Iodide.']"
Fancy Feast Classic Tender Beef Feast Canned Cat Food,Fancy Feast,$15.36,3.0,24.0,0.21333333333333332,"['Beef', ' Meat Broth', ' Liver', ' Fish', ' Meat By-Products', ' Artificial And Natural Flavors', ' Guar Gum', ' Tricalcium Phosphate', ' Salt', ' Minerals [Potassium Chloride', ' Magnesium Sulfate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganese Sulfate', ' Potassium Iodide]', ' Taurine', ' Vitamins [Thiamine Mononitrate (Vitamin B-1)', ' Vitamin E Supplement', ' Niacin (Vitamin B-3)', ' Calcium Pantothenate (Vitamin B-5)', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Vitamin K)', ' Pyridoxine Hydrochloride (Vitamin B-6)', ' Riboflavin Supplement (Vitamin B-2)', ' Vitamin B-12 Supplement', ' Biotin (Vitamin B-7)', ' Folic Acid (Vitamin B-9)', ' Vitamin D-3 Supplement]', ' Sodium Nitrite (To Promote Color Retention).']"
Hill's Prescription Diet c/d Multicare Urinary Care Chicken & Vegetable Stew Canned Cat Food,Hill's Prescription Diet,$35.69,2.9,24.0,0.5127873563218391,"['Water', ' Pork Liver', ' Chicken', ' Carrots', ' Wheat Gluten', ' Rice', ' Corn Starch', ' Spinach', ' Chicken Liver Flavor', ' Chicken Fat', ' Potassium Alginate', ' Fish Oil', ' Soybean Oil', ' Calcium Chloride', ' Dicalcium Phosphate', ' Guar Gum', ' Calcium Sulfate', ' Taurine', ' vitamins (Vitamin E Supplement', ' Thiamine Mononitrate', ' Niacin Supplement', ' Pyridoxine Hydrochloride', ' Calcium Pantothenate', ' Vitamin B12 Supplement', ' Riboflavin Supplement', ' Biotin', ' Vitamin D3 Supplement', ' Folic Acid)', ' Potassium Citrate', ' Iodized Salt', ' Choline Chloride', ' Sodium Tripolyphosphate', ' minerals (Zinc Oxide', ' Ferrous Sulfate', ' Manganese Sulfate', ' Copper Sulfate', ' Calcium Iodate)', ' Beta-Carotene', ' Calcium Carbonate.']"
Fancy Feast Classic Tender Liver & Chicken Feast Canned Cat Food,Fancy Feast,$16.79,3.0,24.0,0.23319444444444443,"['Chicken Broth', ' Liver', ' Meat By-Products', ' Chicken', ' Fish', ' Artificial and Natural Flavors', ' Tricalcium Phosphate', ' Guar Gum', ' Minerals [Potassium Chloride', ' Magnesium Sulfate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganese Sulfate', ' Potassium Iodide]', ' Salt', ' Taurine', ' Vitamins [Thiamine Mononitrate (Vitamin B-1)', ' Vitamin E Supplement', ' Niacin (Vitamin B-3)', ' Calcium Pantothenate (Vitamin B-5)', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Vitamin K)', ' Pyridoxine Hydrochloride (Vitamin B-6)', ' Riboflavin Supplement (Vitamin B-2)', ' Vitamin B-12 Supplement', ' Biotin (Vitamin B-7)', ' Folic Acid (Vitamin B-9)', ' Vitamin D-3 Supplement]. D-6680.']"
Fancy Feast Gravy Lovers Chicken Feast in Grilled Chicken Flavor Gravy Canned Cat Food,Fancy Feast,$16.80,3.0,24.0,0.23333333333333334,"['Poultry Broth', ' Chicken', ' Liver', ' Wheat Gluten', ' Meat By-Products', ' Turkey', ' Corn Starch-Modified', ' Artificial And Natural Flavors', ' Soy Flour', ' Salt', ' Tricalcium Phosphate', ' Added Color', ' Potassium Chloride', ' Natural Grilled Chicken Flavor', ' Taurine', ' Choline Chloride', ' Magnesium Sulfate', ' Mono And Dicalcium Phosphate', ' Thiamine Mononitrate', ' Vitamin E Supplement', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Copper Sulfate', ' Menadione Sodium Bisulfite Complex (Source Of Vitamin K Activity)', ' Manganese Sulfate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide.']"
Fancy Feast Grilled Tuna Feast in Gravy Canned Cat Food,Fancy Feast,$12.96,3.0,24.0,0.18000000000000002,"['Fish Broth', ' Tuna', ' Wheat Gluten', ' Liver', ' Chicken', ' Meat By-Products', ' Corn Starch-Modified', ' Artificial and Natural Flavors', ' Corn Oil', ' Tricalcium Phosphate', ' Salt', ' Soy Protein Concentrate', ' Added Color', ' Minerals [Potassium Chloride', ' Magnesium Sulfate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganese Sulfate', ' Potassium Iodide]', ' Taurine', ' Choline Chloride', ' Vitamins [Thiamine Mononitrate (Vitamin B-1)', ' Vitamin E Supplement', ' Niacin (Vitamin B-3)', ' Calcium Pantothenate (Vitamin B-5)', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Vitamin K)', ' Pyridoxine Hydrochloride (Vitamin B-6)', ' Riboflavin Supplement (Vitamin B-2)', ' Vitamin B-12 Supplement', ' Biotin (Vitamin B-7)', ' Folic Acid (Vitamin B-9)', ' Vitamin D-3 Supplement]', ' Red 3. D-6929.']"
Fancy Feast Classic Salmon & Shrimp Feast Canned Cat Food,Fancy Feast,$13.20,3.0,24.0,0.18333333333333332,"['Fish Broth', ' Salmon', ' Liver', ' Meat By-Products', ' Turkey', ' Fish', ' Shrimp', ' Artificial And Natural Flavors', ' Added Color', ' Tricalcium Phosphate', ' Guar Gum', ' MINERALS [Potassium Chloride', ' Magnesium Sulfate', ' Mono And Dicalcium Phosphate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganese Sulfate', ' Potassium Iodide]', ' Salt', ' Red 3', ' Taurine', ' VITAMINS [Thiamine Mononitrate (Vitamin B-1)', ' Vitamin E Supplement', ' Niacin (Vitamin B-3)', ' Calcium Pantothenate (Vitamin B-5)', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Vitamin K)', ' Pyridoxine Hydrochloride (Vitamin B-6)', ' Riboflavin Supplement (Vitamin B-2)', ' Vitamin B-12 Supplement', ' Biotin (Vitamin B-7)', ' Folic Acid (Vitamin B-9)', ' Vitamin D-3 Supplement]. E667318.']"
Fancy Feast Gravy Lovers Ocean Whitefish & Tuna Feast in Sauteed Seafood Flavor Gravy Canned Cat Food,Fancy Feast,$12.96,3.0,24.0,0.18000000000000002,"['Fish Broth', ' Ocean Whitefish', ' Wheat Gluten', ' Liver', ' Chicken', ' Meat By-Products', ' Corn Starch-Modified', ' Tuna', ' Artificial And Natural Flavors', ' Soy Flour', ' Salt', ' Tricalcium Phosphate', ' Natural Sauteed Seafood Flavor', ' Potassium Chloride', ' Taurine', ' Magnesium Sulfate', ' Mono And Dicalcium Phosphate', ' Choline Chloride', ' Thiamine Mononitrate', ' Vitamin E Supplement', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Copper Sulfate', ' Menadione Sodium Bisulfite Complex (Source Of Vitamin K Activity)', ' Manganese Sulfate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide.']"
Hill's Prescription Diet k/d Kidney Care Chicken & Vegetable Stew Canned Cat Food,Hill's Prescription Diet,$37.99,2.9,24.0,0.5458333333333334,"['Water', ' Chicken', ' Pork Liver', ' Carrots', ' Rice', ' Rice Starch', ' Spinach', ' Chicken Fat', ' Pea Protein', ' Chicken Liver Flavor', ' Powdered Cellulose', ' Soy Protein Isolate', ' Fish Oil', ' Potassium Alginate', ' Soybean Oil', ' Calcium Lactate', ' Calcium Gluconate', ' Natural Flavor', ' Choline Chloride', ' Guar Gum', ' Potassium Citrate', ' vitamins (Vitamin E Supplement', ' Thiamine Mononitrate', ' L-Ascorbyl-2-Polyphosphate (source of Vitamin C)', ' Niacin Supplement', ' Pyridoxine Hydrochloride', ' Calcium Pantothenate', ' Vitamin B12 Supplement', ' Riboflavin Supplement', ' Biotin', ' Folic Acid', ' Vitamin D3 Supplement)', ' Taurine', ' Calcium Chloride', ' Dicalcium Phosphate', ' L-Threonine', ' Potassium Chloride', ' minerals (Zinc Oxide', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganous Oxide', ' Calcium Iodate)', ' L-Carnitine', ' Sodium Tripolyphosphate', ' Calcium Carbonate.']"
Purina Pro Plan Focus Adult Urinary Tract Health Formula Chicken Entree in Gravy Canned Cat Food,Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336,"['Water Sufficient for Processing', ' Meat By-Products', ' Chicken', ' Wheat Gluten', ' Corn Starch-Modified', ' Artificial and Natural Flavors', ' Soy Flour', ' Potassium Chloride', ' Taurine', ' Tricalcium Phosphate', ' Salt', ' Added Color', ' Thiamine Mononitrate', ' Vitamin E Supplement', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Pyridoxine Hydrochloride', ' Manganese Sulfate', ' Copper Sulfate', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide.']"
Fancy Feast Classic Turkey & Giblets Feast Canned Cat Food,Fancy Feast,$12.68,3.0,24.0,0.1761111111111111,"['Turkey', ' Liver', ' Meat By-Products', ' Turkey Broth', ' Poultry Giblets', ' Artificial and Natural Flavors', ' Guar Gum', ' Tricalcium Phosphate', ' Minerals [Potassium Chloride', ' Magnesium Sulfate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganese Sulfate', ' Potassium Iodide]', ' Salt', ' Taurine', ' Vitamins [Thiamine Mononitrate (Vitamin B-1)', ' Vitamin E Supplement', ' Niacin (Vitamin B-3)', ' Calcium Pantothenate (Vitamin B-5)', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Vitamin K)', ' Pyridoxine Hydrochloride (Vitamin B-6)', ' Riboflavin Supplement (Vitamin B-2)', ' Vitamin B-12 Supplement', ' Biotin (Vitamin B-7)', ' Folic Acid (Vitamin B-9)', ' Vitamin D-3 Supplement].']"
Royal Canin Instinctive 7+ Thin Slices in Gravy Canned Cat Food,Royal Canin,$36.50,3.0,24.0,0.5069444444444444,"['Water Sufficient For Processing', ' Pork By-Products', ' Chicken By-Products', ' Pork Liver', ' Chicken Liver', ' Brewers Rice Flour', ' Wheat Gluten', ' Gelatin', ' Wheat Flour', ' Powdered Cellulose', ' Natural Flavors', ' Pork Plasma', ' Modified Corn Starch', ' Vegetable Oil', ' Guar Gum', ' Calcium Sulfate', ' Potassium Chloride', ' Taurine', ' Fish Oil', ' Vitamins [L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C)', ' Dl-Alpha Tocopherol Acetate (Source Of Vitamin E)', ' Thiamine Mononitrate (Vitamin B1)', ' Niacin Supplement', ' Biotin', ' D-Calcium Pantothenate', ' Riboflavin Supplement', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Folic Acid', ' Vitamin B12 Supplement', ' Vitamin D3 Supplement]', ' Carrageenan', ' Glucosamine Hydrochloride', ' Trace Minerals [Zinc Proteinate', ' Zinc Oxide', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganous Oxide', ' Sodium Selenite', ' Calcium Iodate]', ' Marigold Extract (Tagetes Erecta L.)', ' Choline Chloride', ' Chondroitin Sulfate.']"
